Category,WordPress Path,WordPress Title,WordPress Type,New Site Path (Client),New Site Path (Actual),Redirect Implemented,Client Decision,Discrepancy,Notes
Blog Post,"=HYPERLINK(""https://grounded.world/activating-brand-purpose-and-sustainability/circular-cities-switzerland-urban-design-innovation/"",""/activating-brand-purpose-and-sustainability/circular-cities-switzerland-urban-design-innovation/"")",Circular Cities in Action,post,"=HYPERLINK(""https://grounded-world-web-staging.vercel.app/resources/articles/circular-cities-switzerland-urban-design-innovation"",""/resources/articles/circular-cities-switzerland-urban-design-innovation"")","=HYPERLINK(""https://grounded-world-web-staging.vercel.app/resources/articles/circular-cities-switzerland-urban-design-innovation"",""/resources/articles/circular-cities-switzerland-urban-design-innovation"")",No,,No,Thought leadership post - Matt confirmed these URLs 'can all be changed'. Safe to redirect to /resources/articles/{slug}
Blog Post,"=HYPERLINK(""https://grounded.world/activating-brand-purpose-and-sustainability/circular-economy-in-switzerland/"",""/activating-brand-purpose-and-sustainability/circular-economy-in-switzerland/"")",Circular Economy in Switzerland,post,"=HYPERLINK(""https://grounded-world-web-staging.vercel.app/resources/articles/circular-economy-in-switzerland"",""/resources/articles/circular-economy-in-switzerland"")","=HYPERLINK(""https://grounded-world-web-staging.vercel.app/resources/articles/circular-economy-in-switzerland"",""/resources/articles/circular-economy-in-switzerland"")",No,,No,Thought leadership post - Matt confirmed these URLs 'can all be changed'. Safe to redirect to /resources/articles/{slug}
Blog Post,"=HYPERLINK(""https://grounded.world/activating-brand-purpose-and-sustainability/closing-the-intention-action-gap-why-good-intentions-arent-always-enough-during-earth-month/"",""/activating-brand-purpose-and-sustainability/closing-the-intention-action-gap-why-good-intentions-arent-always-enough-during-earth-month/"")",Intention-Action Gap: Earth Month,post,"=HYPERLINK(""https://grounded-world-web-staging.vercel.app/resources/articles/closing-the-intention-action-gap-why-good-intentions-arent-always-enough-during-earth-month"",""/resources/articles/closing-the-intention-action-gap-why-good-intentions-arent-always-enough-during-earth-month"")","=HYPERLINK(""https://grounded-world-web-staging.vercel.app/resources/articles/closing-the-intention-action-gap-why-good-intentions-arent-always-enough-during-earth-month"",""/resources/articles/closing-the-intention-action-gap-why-good-intentions-arent-always-enough-during-earth-month"")",No,,No,Thought leadership post - Matt confirmed these URLs 'can all be changed'. Safe to redirect to /resources/articles/{slug}
Blog Post,"=HYPERLINK(""https://grounded.world/activating-brand-purpose-and-sustainability/convenience-without-conscience-the-sustainability-gap-in-grocery-delivery/"",""/activating-brand-purpose-and-sustainability/convenience-without-conscience-the-sustainability-gap-in-grocery-delivery/"")",Convenience Without Conscience,post,"=HYPERLINK(""https://grounded-world-web-staging.vercel.app/resources/articles/convenience-without-conscience-the-sustainability-gap-in-grocery-delivery"",""/resources/articles/convenience-without-conscience-the-sustainability-gap-in-grocery-delivery"")","=HYPERLINK(""https://grounded-world-web-staging.vercel.app/resources/articles/convenience-without-conscience-the-sustainability-gap-in-grocery-delivery"",""/resources/articles/convenience-without-conscience-the-sustainability-gap-in-grocery-delivery"")",No,,No,Thought leadership post - Matt confirmed these URLs 'can all be changed'. Safe to redirect to /resources/articles/{slug}
Blog Post,"=HYPERLINK(""https://grounded.world/activating-brand-purpose-and-sustainability/fair-price-for-coffee-shouldnt-be-this-hard-bob-michelle-fish/"",""/activating-brand-purpose-and-sustainability/fair-price-for-coffee-shouldnt-be-this-hard-bob-michelle-fish/"")",Fair Price for Coffee Shouldn't Be This Hard,post,"=HYPERLINK(""https://grounded-world-web-staging.vercel.app/resources/articles/fair-price-for-coffee-shouldnt-be-this-hard-bob-michelle-fish"",""/resources/articles/fair-price-for-coffee-shouldnt-be-this-hard-bob-michelle-fish"")","=HYPERLINK(""https://grounded-world-web-staging.vercel.app/resources/articles/fair-price-for-coffee-shouldnt-be-this-hard-bob-michelle-fish"",""/resources/articles/fair-price-for-coffee-shouldnt-be-this-hard-bob-michelle-fish"")",No,,No,Thought leadership post - Matt confirmed these URLs 'can all be changed'. Safe to redirect to /resources/articles/{slug}
Blog Post,"=HYPERLINK(""https://grounded.world/activating-brand-purpose-and-sustainability/fighting-food-waste-shouldnt-be-this-hard/"",""/activating-brand-purpose-and-sustainability/fighting-food-waste-shouldnt-be-this-hard/"")",Fighting Food Waste Shouldn't Be This Hard,post,"=HYPERLINK(""https://grounded-world-web-staging.vercel.app/resources/articles/fighting-food-waste-shouldnt-be-this-hard"",""/resources/articles/fighting-food-waste-shouldnt-be-this-hard"")","=HYPERLINK(""https://grounded-world-web-staging.vercel.app/resources/articles/fighting-food-waste-shouldnt-be-this-hard"",""/resources/articles/fighting-food-waste-shouldnt-be-this-hard"")",No,,No,Thought leadership post - Matt confirmed these URLs 'can all be changed'. Safe to redirect to /resources/articles/{slug}
Blog Post,"=HYPERLINK(""https://grounded.world/activating-brand-purpose-and-sustainability/gender-equality-5-ways-brands-can-take-action/"",""/activating-brand-purpose-and-sustainability/gender-equality-5-ways-brands-can-take-action/"")",Gender Equality: 5 Ways Brands Can Take Action,post,"=HYPERLINK(""https://grounded-world-web-staging.vercel.app/resources/articles/gender-equality-5-ways-brands-can-take-action"",""/resources/articles/gender-equality-5-ways-brands-can-take-action"")","=HYPERLINK(""https://grounded-world-web-staging.vercel.app/resources/articles/gender-equality-5-ways-brands-can-take-action"",""/resources/articles/gender-equality-5-ways-brands-can-take-action"")",No,,No,Thought leadership post - Matt confirmed these URLs 'can all be changed'. Safe to redirect to /resources/articles/{slug}
Blog Post,"=HYPERLINK(""https://grounded.world/activating-brand-purpose-and-sustainability/get-grounded-in-the-plastic-reality-project-with-paloma-jacome/"",""/activating-brand-purpose-and-sustainability/get-grounded-in-the-plastic-reality-project-with-paloma-jacome/"")",Plastic Reality Project with Paloma Jacome,post,"=HYPERLINK(""https://grounded-world-web-staging.vercel.app/resources/articles/get-grounded-in-the-plastic-reality-project-with-paloma-jacome"",""/resources/articles/get-grounded-in-the-plastic-reality-project-with-paloma-jacome"")","=HYPERLINK(""https://grounded-world-web-staging.vercel.app/resources/articles/get-grounded-in-the-plastic-reality-project-with-paloma-jacome"",""/resources/articles/get-grounded-in-the-plastic-reality-project-with-paloma-jacome"")",No,,No,Thought leadership post - Matt confirmed these URLs 'can all be changed'. Safe to redirect to /resources/articles/{slug}
Blog Post,"=HYPERLINK(""https://grounded.world/activating-brand-purpose-and-sustainability/going-circular-the-story-of-decathlon/"",""/activating-brand-purpose-and-sustainability/going-circular-the-story-of-decathlon/"")",Going Circular: The Story of Decathlon,post,"=HYPERLINK(""https://grounded-world-web-staging.vercel.app/resources/articles/going-circular-the-story-of-decathlon"",""/resources/articles/going-circular-the-story-of-decathlon"")","=HYPERLINK(""https://grounded-world-web-staging.vercel.app/resources/articles/going-circular-the-story-of-decathlon"",""/resources/articles/going-circular-the-story-of-decathlon"")",No,,No,Thought leadership post - Matt confirmed these URLs 'can all be changed'. Safe to redirect to /resources/articles/{slug}
Blog Post,"=HYPERLINK(""https://grounded.world/activating-brand-purpose-and-sustainability/green-friday-brand-activation-inspiring-sustainable-choices-instead-of-black-friday/"",""/activating-brand-purpose-and-sustainability/green-friday-brand-activation-inspiring-sustainable-choices-instead-of-black-friday/"")",Green Friday Brand Activation,post,"=HYPERLINK(""https://grounded-world-web-staging.vercel.app/resources/articles/green-friday-brand-activation-inspiring-sustainable-choices-instead-of-black-friday"",""/resources/articles/green-friday-brand-activation-inspiring-sustainable-choices-instead-of-black-friday"")","=HYPERLINK(""https://grounded-world-web-staging.vercel.app/resources/articles/green-friday-brand-activation-inspiring-sustainable-choices-instead-of-black-friday"",""/resources/articles/green-friday-brand-activation-inspiring-sustainable-choices-instead-of-black-friday"")",No,,No,Thought leadership post - Matt confirmed these URLs 'can all be changed'. Safe to redirect to /resources/articles/{slug}
Blog Post,"=HYPERLINK(""https://grounded.world/activating-brand-purpose-and-sustainability/how-social-innovation-is-closing-the-wellness-gap/"",""/activating-brand-purpose-and-sustainability/how-social-innovation-is-closing-the-wellness-gap/"")",How Social Innovation Is Closing the Wellness Gap,post,"=HYPERLINK(""https://grounded-world-web-staging.vercel.app/resources/articles/how-social-innovation-is-closing-the-wellness-gap"",""/resources/articles/how-social-innovation-is-closing-the-wellness-gap"")","=HYPERLINK(""https://grounded-world-web-staging.vercel.app/resources/articles/how-social-innovation-is-closing-the-wellness-gap"",""/resources/articles/how-social-innovation-is-closing-the-wellness-gap"")",No,,No,Thought leadership post - Matt confirmed these URLs 'can all be changed'. Safe to redirect to /resources/articles/{slug}
Blog Post,"=HYPERLINK(""https://grounded.world/activating-brand-purpose-and-sustainability/making-earth-day-every-day-shouldnt-be-this-hard-kathleen-rogers/"",""/activating-brand-purpose-and-sustainability/making-earth-day-every-day-shouldnt-be-this-hard-kathleen-rogers/"")",Making Earth Day Every Day Shouldn't Be This Hard,post,"=HYPERLINK(""https://grounded-world-web-staging.vercel.app/resources/articles/making-earth-day-every-day-shouldnt-be-this-hard-kathleen-rogers"",""/resources/articles/making-earth-day-every-day-shouldnt-be-this-hard-kathleen-rogers"")","=HYPERLINK(""https://grounded-world-web-staging.vercel.app/resources/articles/making-earth-day-every-day-shouldnt-be-this-hard-kathleen-rogers"",""/resources/articles/making-earth-day-every-day-shouldnt-be-this-hard-kathleen-rogers"")",No,,No,Thought leadership post - Matt confirmed these URLs 'can all be changed'. Safe to redirect to /resources/articles/{slug}
Blog Post,"=HYPERLINK(""https://grounded.world/activating-brand-purpose-and-sustainability/mental-health-meets-marketing/"",""/activating-brand-purpose-and-sustainability/mental-health-meets-marketing/"")",When Mental Health Awareness Meets Marketing,post,"=HYPERLINK(""https://grounded-world-web-staging.vercel.app/resources/articles/mental-health-meets-marketing"",""/resources/articles/mental-health-meets-marketing"")","=HYPERLINK(""https://grounded-world-web-staging.vercel.app/resources/articles/mental-health-meets-marketing"",""/resources/articles/mental-health-meets-marketing"")",No,,No,Thought leadership post - Matt confirmed these URLs 'can all be changed'. Safe to redirect to /resources/articles/{slug}
Blog Post,"=HYPERLINK(""https://grounded.world/activating-brand-purpose-and-sustainability/plastic-free-july-unoc3-insights/"",""/activating-brand-purpose-and-sustainability/plastic-free-july-unoc3-insights/"")",Plastic Free July: Insights from UNOC3,post,"=HYPERLINK(""https://grounded-world-web-staging.vercel.app/resources/articles/plastic-free-july-unoc3-insights"",""/resources/articles/plastic-free-july-unoc3-insights"")","=HYPERLINK(""https://grounded-world-web-staging.vercel.app/resources/articles/plastic-free-july-unoc3-insights"",""/resources/articles/plastic-free-july-unoc3-insights"")",No,,No,Thought leadership post - Matt confirmed these URLs 'can all be changed'. Safe to redirect to /resources/articles/{slug}
Blog Post,"=HYPERLINK(""https://grounded.world/activating-brand-purpose-and-sustainability/pride-2025-beige-pride-pinkhushing-brand-activism-at-its-best/"",""/activating-brand-purpose-and-sustainability/pride-2025-beige-pride-pinkhushing-brand-activism-at-its-best/"")",Pride 2025: Beige Pride & Brand Activism,post,"=HYPERLINK(""https://grounded-world-web-staging.vercel.app/resources/articles/pride-2025-beige-pride-pinkhushing-brand-activism-at-its-best"",""/resources/articles/pride-2025-beige-pride-pinkhushing-brand-activism-at-its-best"")","=HYPERLINK(""https://grounded-world-web-staging.vercel.app/resources/articles/pride-2025-beige-pride-pinkhushing-brand-activism-at-its-best"",""/resources/articles/pride-2025-beige-pride-pinkhushing-brand-activism-at-its-best"")",No,,No,Thought leadership post - Matt confirmed these URLs 'can all be changed'. Safe to redirect to /resources/articles/{slug}
Blog Post,"=HYPERLINK(""https://grounded.world/activating-brand-purpose-and-sustainability/stopping-plastic-pollution-shouldnt-be-this-hard-david-katz/"",""/activating-brand-purpose-and-sustainability/stopping-plastic-pollution-shouldnt-be-this-hard-david-katz/"")",Stopping Plastic Pollution Shouldn't Be This Hard,post,"=HYPERLINK(""https://grounded-world-web-staging.vercel.app/resources/articles/stopping-plastic-pollution-shouldnt-be-this-hard-david-katz"",""/resources/articles/stopping-plastic-pollution-shouldnt-be-this-hard-david-katz"")","=HYPERLINK(""https://grounded-world-web-staging.vercel.app/resources/articles/stopping-plastic-pollution-shouldnt-be-this-hard-david-katz"",""/resources/articles/stopping-plastic-pollution-shouldnt-be-this-hard-david-katz"")",No,,No,Thought leadership post - Matt confirmed these URLs 'can all be changed'. Safe to redirect to /resources/articles/{slug}
Blog Post,"=HYPERLINK(""https://grounded.world/activating-brand-purpose-and-sustainability/sustainable-holiday-tips-reducing-waste-during-the-most-wonderful-excessive-time-of-the-year/"",""/activating-brand-purpose-and-sustainability/sustainable-holiday-tips-reducing-waste-during-the-most-wonderful-excessive-time-of-the-year/"")",Sustainable Holiday Tips,post,"=HYPERLINK(""https://grounded-world-web-staging.vercel.app/resources/articles/sustainable-holiday-tips-reducing-waste-during-the-most-wonderful-excessive-time-of-the-year"",""/resources/articles/sustainable-holiday-tips-reducing-waste-during-the-most-wonderful-excessive-time-of-the-year"")","=HYPERLINK(""https://grounded-world-web-staging.vercel.app/resources/articles/sustainable-holiday-tips-reducing-waste-during-the-most-wonderful-excessive-time-of-the-year"",""/resources/articles/sustainable-holiday-tips-reducing-waste-during-the-most-wonderful-excessive-time-of-the-year"")",No,,No,Thought leadership post - Matt confirmed these URLs 'can all be changed'. Safe to redirect to /resources/articles/{slug}
Blog Post,"=HYPERLINK(""https://grounded.world/activating-brand-purpose-and-sustainability/top-5-brands-helping-keep-our-oceans-clean-plastic-free/"",""/activating-brand-purpose-and-sustainability/top-5-brands-helping-keep-our-oceans-clean-plastic-free/"")",Top 5 Brands Helping Keep Our Oceans Clean,post,"=HYPERLINK(""https://grounded-world-web-staging.vercel.app/resources/articles/top-5-brands-helping-keep-our-oceans-clean-plastic-free"",""/resources/articles/top-5-brands-helping-keep-our-oceans-clean-plastic-free"")","=HYPERLINK(""https://grounded-world-web-staging.vercel.app/resources/articles/top-5-brands-helping-keep-our-oceans-clean-plastic-free"",""/resources/articles/top-5-brands-helping-keep-our-oceans-clean-plastic-free"")",No,,No,Thought leadership post - Matt confirmed these URLs 'can all be changed'. Safe to redirect to /resources/articles/{slug}
Blog Post,"=HYPERLINK(""https://grounded.world/activating-brand-purpose-and-sustainability/understanding-activating-brand-purpose-in-retail/"",""/activating-brand-purpose-and-sustainability/understanding-activating-brand-purpose-in-retail/"")",Understanding & Activating Brand Purpose in Retail,post,"=HYPERLINK(""https://grounded-world-web-staging.vercel.app/resources/articles/understanding-activating-brand-purpose-in-retail"",""/resources/articles/understanding-activating-brand-purpose-in-retail"")","=HYPERLINK(""https://grounded-world-web-staging.vercel.app/resources/articles/understanding-activating-brand-purpose-in-retail"",""/resources/articles/understanding-activating-brand-purpose-in-retail"")",No,,No,Thought leadership post - Matt confirmed these URLs 'can all be changed'. Safe to redirect to /resources/articles/{slug}
Blog Post,"=HYPERLINK(""https://grounded.world/activating-brand-purpose-and-sustainability/universal-flourishing-shouldnt-be-this-hard-karimah-huddah/"",""/activating-brand-purpose-and-sustainability/universal-flourishing-shouldnt-be-this-hard-karimah-huddah/"")",Universal Flourishing Shouldn't Be This Hard,post,"=HYPERLINK(""https://grounded-world-web-staging.vercel.app/resources/articles/universal-flourishing-shouldnt-be-this-hard-karimah-huddah"",""/resources/articles/universal-flourishing-shouldnt-be-this-hard-karimah-huddah"")","=HYPERLINK(""https://grounded-world-web-staging.vercel.app/resources/articles/universal-flourishing-shouldnt-be-this-hard-karimah-huddah"",""/resources/articles/universal-flourishing-shouldnt-be-this-hard-karimah-huddah"")",No,,No,Thought leadership post - Matt confirmed these URLs 'can all be changed'. Safe to redirect to /resources/articles/{slug}
Blog Post,"=HYPERLINK(""https://grounded.world/activating-brand-purpose-and-sustainability/what-is-circular-fashion-the-future-of-fashion/"",""/activating-brand-purpose-and-sustainability/what-is-circular-fashion-the-future-of-fashion/"")",What is Circular Fashion?,post,"=HYPERLINK(""https://grounded-world-web-staging.vercel.app/resources/articles/what-is-circular-fashion-the-future-of-fashion"",""/resources/articles/what-is-circular-fashion-the-future-of-fashion"")","=HYPERLINK(""https://grounded-world-web-staging.vercel.app/resources/articles/what-is-circular-fashion-the-future-of-fashion"",""/resources/articles/what-is-circular-fashion-the-future-of-fashion"")",No,,No,Thought leadership post - Matt confirmed these URLs 'can all be changed'. Safe to redirect to /resources/articles/{slug}
Blog Post,"=HYPERLINK(""https://grounded.world/activating-brand-purpose-and-sustainability/what-the-eus-sustainability-reporting-directves-mean-for-your-business-csrd-cs3d/"",""/activating-brand-purpose-and-sustainability/what-the-eus-sustainability-reporting-directves-mean-for-your-business-csrd-cs3d/"")",EU Sustainability Reporting Directives,post,"=HYPERLINK(""https://grounded-world-web-staging.vercel.app/resources/articles/what-the-eus-sustainability-reporting-directves-mean-for-your-business-csrd-cs3d"",""/resources/articles/what-the-eus-sustainability-reporting-directves-mean-for-your-business-csrd-cs3d"")","=HYPERLINK(""https://grounded-world-web-staging.vercel.app/resources/articles/what-the-eus-sustainability-reporting-directves-mean-for-your-business-csrd-cs3d"",""/resources/articles/what-the-eus-sustainability-reporting-directves-mean-for-your-business-csrd-cs3d"")",No,,No,Thought leadership post - Matt confirmed these URLs 'can all be changed'. Safe to redirect to /resources/articles/{slug}
Blog Post,"=HYPERLINK(""https://grounded.world/brand-activation/partnerships-community/cause-marketing-campaigns/"",""/brand-activation/partnerships-community/cause-marketing-campaigns/"")",Cause Marketing Campaigns,post,"=HYPERLINK(""https://grounded-world-web-staging.vercel.app/resources/articles/cause-marketing-campaigns"",""/resources/articles/cause-marketing-campaigns"")","=HYPERLINK(""https://grounded-world-web-staging.vercel.app/resources/articles/cause-marketing-campaigns"",""/resources/articles/cause-marketing-campaigns"")",No,,No,TOPICAL AUTHORITY POST - Matt says these category URLs were 'playing a role' in SEO rankings. Stripping category may hurt homepage #1 ranking for 'brand purpose agency'. DECISION REQUIRED before redirect.
Blog Post,"=HYPERLINK(""https://grounded.world/brand-activation/partnerships-community/cause-related-marketing/"",""/brand-activation/partnerships-community/cause-related-marketing/"")",Cause Related Marketing,post,"=HYPERLINK(""https://grounded-world-web-staging.vercel.app/resources/articles/cause-related-marketing"",""/resources/articles/cause-related-marketing"")","=HYPERLINK(""https://grounded-world-web-staging.vercel.app/resources/articles/cause-related-marketing"",""/resources/articles/cause-related-marketing"")",No,,No,TOPICAL AUTHORITY POST - Matt says these category URLs were 'playing a role' in SEO rankings. Stripping category may hurt homepage #1 ranking for 'brand purpose agency'. DECISION REQUIRED before redirect.
Blog Post,"=HYPERLINK(""https://grounded.world/brand-activation/partnerships-community/community-engagement-strategy/"",""/brand-activation/partnerships-community/community-engagement-strategy/"")",Community Engagement Strategy,post,"=HYPERLINK(""https://grounded-world-web-staging.vercel.app/resources/articles/community-engagement-strategy"",""/resources/articles/community-engagement-strategy"")","=HYPERLINK(""https://grounded-world-web-staging.vercel.app/resources/articles/community-engagement-strategy"",""/resources/articles/community-engagement-strategy"")",No,,No,TOPICAL AUTHORITY POST - Matt says these category URLs were 'playing a role' in SEO rankings. Stripping category may hurt homepage #1 ranking for 'brand purpose agency'. DECISION REQUIRED before redirect.
Blog Post,"=HYPERLINK(""https://grounded.world/brand-activation/partnerships-community/stakeholder-engagement-strategy/"",""/brand-activation/partnerships-community/stakeholder-engagement-strategy/"")",Stakeholder Engagement Strategy,post,"=HYPERLINK(""https://grounded-world-web-staging.vercel.app/resources/articles/stakeholder-engagement-strategy"",""/resources/articles/stakeholder-engagement-strategy"")","=HYPERLINK(""https://grounded-world-web-staging.vercel.app/resources/articles/stakeholder-engagement-strategy"",""/resources/articles/stakeholder-engagement-strategy"")",No,,No,TOPICAL AUTHORITY POST - Matt says these category URLs were 'playing a role' in SEO rankings. Stripping category may hurt homepage #1 ranking for 'brand purpose agency'. DECISION REQUIRED before redirect.
Blog Post,"=HYPERLINK(""https://grounded.world/brand-activation/retail-shopper/brand-activation-at-retail/"",""/brand-activation/retail-shopper/brand-activation-at-retail/"")",Brand Activation at Retail,post,"=HYPERLINK(""https://grounded-world-web-staging.vercel.app/resources/articles/brand-activation-at-retail"",""/resources/articles/brand-activation-at-retail"")","=HYPERLINK(""https://grounded-world-web-staging.vercel.app/resources/articles/brand-activation-at-retail"",""/resources/articles/brand-activation-at-retail"")",No,,No,TOPICAL AUTHORITY POST - Matt says these category URLs were 'playing a role' in SEO rankings. Stripping category may hurt homepage #1 ranking for 'brand purpose agency'. DECISION REQUIRED before redirect.
Blog Post,"=HYPERLINK(""https://grounded.world/brand-activation/retail-shopper/retail-activation/"",""/brand-activation/retail-shopper/retail-activation/"")",Retail Activation,post,"=HYPERLINK(""https://grounded-world-web-staging.vercel.app/resources/articles/retail-activation"",""/resources/articles/retail-activation"")","=HYPERLINK(""https://grounded-world-web-staging.vercel.app/resources/articles/retail-activation"",""/resources/articles/retail-activation"")",No,,No,TOPICAL AUTHORITY POST - Matt says these category URLs were 'playing a role' in SEO rankings. Stripping category may hurt homepage #1 ranking for 'brand purpose agency'. DECISION REQUIRED before redirect.
Blog Post,"=HYPERLINK(""https://grounded.world/brand-activation/retail-shopper/retail-marketing-campaigns/"",""/brand-activation/retail-shopper/retail-marketing-campaigns/"")",Retail Marketing Campaigns,post,"=HYPERLINK(""https://grounded-world-web-staging.vercel.app/resources/articles/retail-marketing-campaigns"",""/resources/articles/retail-marketing-campaigns"")","=HYPERLINK(""https://grounded-world-web-staging.vercel.app/resources/articles/retail-marketing-campaigns"",""/resources/articles/retail-marketing-campaigns"")",No,,No,TOPICAL AUTHORITY POST - Matt says these category URLs were 'playing a role' in SEO rankings. Stripping category may hurt homepage #1 ranking for 'brand purpose agency'. DECISION REQUIRED before redirect.
Blog Post,"=HYPERLINK(""https://grounded.world/brand-activation/retail-shopper/shopper-behaviour-insights/"",""/brand-activation/retail-shopper/shopper-behaviour-insights/"")",Shopper Behaviour Insights,post,"=HYPERLINK(""https://grounded-world-web-staging.vercel.app/resources/articles/shopper-behaviour-insights"",""/resources/articles/shopper-behaviour-insights"")","=HYPERLINK(""https://grounded-world-web-staging.vercel.app/resources/articles/shopper-behaviour-insights"",""/resources/articles/shopper-behaviour-insights"")",No,,No,TOPICAL AUTHORITY POST - Matt says these category URLs were 'playing a role' in SEO rankings. Stripping category may hurt homepage #1 ranking for 'brand purpose agency'. DECISION REQUIRED before redirect.
Blog Post,"=HYPERLINK(""https://grounded.world/brand-activation/retail-shopper/shopper-marketing/"",""/brand-activation/retail-shopper/shopper-marketing/"")",Shopper Marketing,post,"=HYPERLINK(""https://grounded-world-web-staging.vercel.app/resources/articles/shopper-marketing"",""/resources/articles/shopper-marketing"")","=HYPERLINK(""https://grounded-world-web-staging.vercel.app/resources/articles/shopper-marketing"",""/resources/articles/shopper-marketing"")",No,,No,TOPICAL AUTHORITY POST - Matt says these category URLs were 'playing a role' in SEO rankings. Stripping category may hurt homepage #1 ranking for 'brand purpose agency'. DECISION REQUIRED before redirect.
Blog Post,"=HYPERLINK(""https://grounded.world/brand-activation/retail-shopper/sustainability-market-research/"",""/brand-activation/retail-shopper/sustainability-market-research/"")",Sustainability Market Research,post,"=HYPERLINK(""https://grounded-world-web-staging.vercel.app/resources/articles/sustainability-market-research"",""/resources/articles/sustainability-market-research"")","=HYPERLINK(""https://grounded-world-web-staging.vercel.app/resources/articles/sustainability-market-research"",""/resources/articles/sustainability-market-research"")",No,,No,TOPICAL AUTHORITY POST - Matt says these category URLs were 'playing a role' in SEO rankings. Stripping category may hurt homepage #1 ranking for 'brand purpose agency'. DECISION REQUIRED before redirect.
Blog Post,"=HYPERLINK(""https://grounded.world/brand-activation/strategy/brand-activation-strategy/"",""/brand-activation/strategy/brand-activation-strategy/"")",Brand Activation Strategy,post,"=HYPERLINK(""https://grounded-world-web-staging.vercel.app/resources/articles/brand-activation-strategy"",""/resources/articles/brand-activation-strategy"")","=HYPERLINK(""https://grounded-world-web-staging.vercel.app/resources/articles/brand-activation-strategy"",""/resources/articles/brand-activation-strategy"")",No,,No,TOPICAL AUTHORITY POST - Matt says these category URLs were 'playing a role' in SEO rankings. Stripping category may hurt homepage #1 ranking for 'brand purpose agency'. DECISION REQUIRED before redirect.
Blog Post,"=HYPERLINK(""https://grounded.world/brand-activation/strategy/brand-experience-strategy/"",""/brand-activation/strategy/brand-experience-strategy/"")",Brand Experience Strategy,post,"=HYPERLINK(""https://grounded-world-web-staging.vercel.app/resources/articles/brand-experience-strategy"",""/resources/articles/brand-experience-strategy"")","=HYPERLINK(""https://grounded-world-web-staging.vercel.app/resources/articles/brand-experience-strategy"",""/resources/articles/brand-experience-strategy"")",No,,No,TOPICAL AUTHORITY POST - Matt says these category URLs were 'playing a role' in SEO rankings. Stripping category may hurt homepage #1 ranking for 'brand purpose agency'. DECISION REQUIRED before redirect.
Blog Post,"=HYPERLINK(""https://grounded.world/brand-activation/strategy/customer-engagement-strategy/"",""/brand-activation/strategy/customer-engagement-strategy/"")",Customer Engagement Strategy,post,"=HYPERLINK(""https://grounded-world-web-staging.vercel.app/resources/articles/customer-engagement-strategy"",""/resources/articles/customer-engagement-strategy"")","=HYPERLINK(""https://grounded-world-web-staging.vercel.app/resources/articles/customer-engagement-strategy"",""/resources/articles/customer-engagement-strategy"")",No,,No,TOPICAL AUTHORITY POST - Matt says these category URLs were 'playing a role' in SEO rankings. Stripping category may hurt homepage #1 ranking for 'brand purpose agency'. DECISION REQUIRED before redirect.
Blog Post,"=HYPERLINK(""https://grounded.world/brand-activation/strategy/human-centered-marketing/"",""/brand-activation/strategy/human-centered-marketing/"")",Human Centered Marketing,post,"=HYPERLINK(""https://grounded-world-web-staging.vercel.app/resources/articles/human-centered-marketing"",""/resources/articles/human-centered-marketing"")","=HYPERLINK(""https://grounded-world-web-staging.vercel.app/resources/articles/human-centered-marketing"",""/resources/articles/human-centered-marketing"")",No,,No,TOPICAL AUTHORITY POST - Matt says these category URLs were 'playing a role' in SEO rankings. Stripping category may hurt homepage #1 ranking for 'brand purpose agency'. DECISION REQUIRED before redirect.
Blog Post,"=HYPERLINK(""https://grounded.world/brand-activation/strategy/integrated-marketing-strategy/"",""/brand-activation/strategy/integrated-marketing-strategy/"")",Integrated Marketing Strategy,post,"=HYPERLINK(""https://grounded-world-web-staging.vercel.app/resources/articles/integrated-marketing-strategy"",""/resources/articles/integrated-marketing-strategy"")","=HYPERLINK(""https://grounded-world-web-staging.vercel.app/resources/articles/integrated-marketing-strategy"",""/resources/articles/integrated-marketing-strategy"")",No,,No,TOPICAL AUTHORITY POST - Matt says these category URLs were 'playing a role' in SEO rankings. Stripping category may hurt homepage #1 ranking for 'brand purpose agency'. DECISION REQUIRED before redirect.
Blog Post,"=HYPERLINK(""https://grounded.world/brand-activation/strategy/purpose-driven-marketing/"",""/brand-activation/strategy/purpose-driven-marketing/"")",Purpose Driven Marketing,post,"=HYPERLINK(""https://grounded-world-web-staging.vercel.app/resources/articles/purpose-driven-marketing"",""/resources/articles/purpose-driven-marketing"")","=HYPERLINK(""https://grounded-world-web-staging.vercel.app/resources/articles/purpose-driven-marketing"",""/resources/articles/purpose-driven-marketing"")",No,,No,TOPICAL AUTHORITY POST - Matt says these category URLs were 'playing a role' in SEO rankings. Stripping category may hurt homepage #1 ranking for 'brand purpose agency'. DECISION REQUIRED before redirect.
Blog Post,"=HYPERLINK(""https://grounded.world/brand-purpose-agency/foundations/brand-mission/"",""/brand-purpose-agency/foundations/brand-mission/"")",Brand Mission,post,"=HYPERLINK(""https://grounded-world-web-staging.vercel.app/resources/articles/brand-mission"",""/resources/articles/brand-mission"")","=HYPERLINK(""https://grounded-world-web-staging.vercel.app/resources/articles/brand-mission"",""/resources/articles/brand-mission"")",No,,No,TOPICAL AUTHORITY POST - Matt says these category URLs were 'playing a role' in SEO rankings. Stripping category may hurt homepage #1 ranking for 'brand purpose agency'. DECISION REQUIRED before redirect.
